"period","censusdate","era","plot","plot_type","total_e","dipo_e","smgran_e","pb_e","pp_e"
47,1981-07-07,"a_pre_ba",2,"CE",335.38909629596,335.38909629596,0,0,0
47,1981-07-07,"a_pre_ba",3,"EE",21.8135175789677,0,21.8135175789677,0,0
47,1981-07-07,"a_pre_ba",4,"CC",558.334765099428,558.334765099428,0,0,0
47,1981-07-07,"a_pre_ba",8,"CE",685.036826474433,660.549814342384,24.4870121320489,0,0
47,1981-07-07,"a_pre_ba",11,"CC",400.484640930596,294.578856626048,105.905784304549,0,84.0922667255809
47,1981-07-07,"a_pre_ba",14,"CC",383.032230713208,383.032230713208,0,0,0
47,1981-07-07,"a_pre_ba",15,"EE",27.0663539374619,0,27.0663539374619,0,0
47,1981-07-07,"a_pre_ba",17,"CC",783.733255588589,783.733255588589,0,0,0
47,1981-07-07,"a_pre_ba",19,"EE",59.7596635079572,0,59.7596635079572,0,0
47,1981-07-07,"a_pre_ba",22,"CE",206.29951213152,206.29951213152,0,0,0
48,1981-07-30,"a_pre_ba",2,"CE",197.720476028708,197.720476028708,0,0,0
48,1981-07-30,"a_pre_ba",3,"EE",0,0,0,0,0
48,1981-07-30,"a_pre_ba",4,"CC",490.648008104085,490.648008104085,0,0,0
48,1981-07-30,"a_pre_ba",8,"CE",118.037066617257,118.037066617257,0,0,0
48,1981-07-30,"a_pre_ba",11,"CC",336.333431946728,286.609364688464,49.7240672582641,0,49.7240672582641
48,1981-07-30,"a_pre_ba",14,"CC",394.526340261851,394.526340261851,0,0,0
48,1981-07-30,"a_pre_ba",15,"EE",0,0,0,0,0
48,1981-07-30,"a_pre_ba",17,"CC",389.101576900084,389.101576900084,0,0,0
48,1981-07-30,"a_pre_ba",19,"EE",0,0,0,0,0
48,1981-07-30,"a_pre_ba",22,"CE",529.371933999797,529.371933999797,0,0,0
49,1981-08-30,"a_pre_ba",2,"CE",0,0,0,0,0
49,1981-08-30,"a_pre_ba",3,"EE",0,0,0,0,0
49,1981-08-30,"a_pre_ba",4,"CC",299.267836314643,299.267836314643,0,0,0
49,1981-08-30,"a_pre_ba",8,"CE",108.590016337657,108.590016337657,0,0,0
49,1981-08-30,"a_pre_ba",11,"CC",271.077636507137,271.077636507137,0,0,0
49,1981-08-30,"a_pre_ba",14,"CC",413.243492260435,413.243492260435,0,0,0
49,1981-08-30,"a_pre_ba",15,"EE",29.5661072852007,0,29.5661072852007,0,0
49,1981-08-30,"a_pre_ba",17,"CC",734.299756136858,734.299756136858,0,0,0
49,1981-08-30,"a_pre_ba",19,"EE",0,0,0,0,0
49,1981-08-30,"a_pre_ba",22,"CE",448.177913608879,448.177913608879,0,0,0
50,1981-09-29,"a_pre_ba",2,"CE",245.100940013089,245.100940013089,0,0,0
50,1981-09-29,"a_pre_ba",3,"EE",0,0,0,0,0
50,1981-09-29,"a_pre_ba",4,"CC",527.702237614589,486.520156170361,41.1820814442282,0,0
50,1981-09-29,"a_pre_ba",8,"CE",300.130021338618,246.317323786337,53.8126975522807,0,0
50,1981-09-29,"a_pre_ba",11,"CC",293.220395492866,293.220395492866,0,0,0
50,1981-09-29,"a_pre_ba",14,"CC",479.686864786392,434.166864786392,45.52,0,0
50,1981-09-29,"a_pre_ba",15,"EE",45.52,0,45.52,0,0
50,1981-09-29,"a_pre_ba",17,"CC",0,0,0,0,0
50,1981-09-29,"a_pre_ba",19,"EE",0,0,0,0,0
50,1981-09-29,"a_pre_ba",22,"CE",237.759713124729,237.759713124729,0,0,0
51,1981-10-24,"a_pre_ba",2,"CE",357.331906226786,357.331906226786,0,0,0
51,1981-10-24,"a_pre_ba",3,"EE",0,0,0,0,0
51,1981-10-24,"a_pre_ba",4,"CC",589.567006390087,589.567006390087,0,0,0
51,1981-10-24,"a_pre_ba",8,"CE",29.5661072852007,0,29.5661072852007,0,0
51,1981-10-24,"a_pre_ba",11,"CC",482.279989643474,482.279989643474,0,0,0
51,1981-10-24,"a_pre_ba",14,"CC",569.142334918297,520.262463401867,48.8798715164297,0,0
